"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000072736",381.676190703855,0.535741818634961,0.0928987400825994,5.76694385907295,8.0721927111035e-09,2.72049894922296e-08,"NFATC3","4775","nuclear factor of activated T cells 3"
"ENSG00000144659",516.98862351292,0.475048344371172,0.0824084690513653,5.76455733057089,8.18724445519334e-09,2.75857384205677e-08,"SLC25A38","54977","solute carrier family 25 member 38"
"ENSG00000175105",336.39899495917,0.56831399549363,0.0986015728044902,5.76374168615442,8.2269300716866e-09,2.77077215434932e-08,"ZNF654","55279","zinc finger protein 654"
"ENSG00000176022",903.070312267806,0.425032400889755,0.0737426254952588,5.76372753255283,8.22762037099363e-09,2.77077215434932e-08,"B3GALT6","126792","beta-1,3-galactosyltransferase 6"
"ENSG00000111817",1795.14932236047,-0.312569401653327,0.0542385131265679,-5.76286818416155,8.26963817830452e-09,2.78421633166643e-08,"DSE","29940","dermatan sulfate epimerase"
"ENSG00000204160",698.135417147824,-0.432057739294989,0.0749763064930873,-5.76259033691963,8.28326808659221e-09,2.78809849787425e-08,"ZDHHC18","84243","zinc finger DHHC-type containing 18"
"ENSG00000149925",17327.3834414698,-0.216268242148708,0.0375319552693243,-5.76224288334556,8.30034329872953e-09,2.79313807179442e-08,"ALDOA","226","aldolase, fructose-bisphosphate A"
"ENSG00000068796",652.409484798319,-0.451794933238914,0.0784081214634325,-5.76209357916602,8.30769119147591e-09,2.79490259384962e-08,"KIF2A","3796","kinesin family member 2A"
"ENSG00000124201",2214.75438779659,0.29793427405353,0.0517144462318106,5.76114211332818,8.35466565380262e-09,2.80999415583202e-08,"ZNFX1","57169","zinc finger NFX1-type containing 1"
"ENSG00000179941",309.1426753202,0.597549707726602,0.103761604867303,5.75887110160632,8.46783312468203e-09,2.8473356851146e-08,"BBS10","79738","Bardet-Biedl syndrome 10"
"ENSG00000135924",984.278345344662,-0.383258467914346,0.0665721274589348,-5.75704101015489,8.56011206406537e-09,2.87752709410536e-08,"DNAJB2","3300","DnaJ heat shock protein family (Hsp40) member B2"
"ENSG00000172020",32.6485954040346,1.92253490423291,0.33394708034039,5.75700467952373,8.56195382917058e-09,2.87752709410536e-08,"GAP43","2596","growth associated protein 43"
"ENSG00000141098",552.906574095016,0.483123677697523,0.0839725131466646,5.75335499193301,8.74894967725359e-09,2.93962938561301e-08,"GFOD2","81577","glucose-fructose oxidoreductase domain containing 2"
"ENSG00000170571",99.6458605609307,-1.01620888137491,0.176769817769506,-5.74876918581183,8.98954369067198e-09,3.01970458521763e-08,"EMB","133418","embigin"
"ENSG00000080189",752.071485178991,0.438907630868329,0.0763520394230387,5.74847291814305,9.00530661553549e-09,3.02423470208704e-08,"SLC35C2","51006","solute carrier family 35 member C2"
"ENSG00000171033",382.151764578297,0.543510304219768,0.0945695737647389,5.74720052743243,9.07331022130229e-09,3.04630198077191e-08,"PKIA","5569","cAMP-dependent protein kinase inhibitor alpha"
"ENSG00000130175",5585.07040063792,0.249382269493693,0.0433950338650125,5.74679283047545,9.09520521821208e-09,3.05288136740694e-08,"PRKCSH","5589","protein kinase C substrate 80K-H"
"ENSG00000151208",2082.58701912031,0.303010754847306,0.0527297797788186,5.7464824643365,9.11190757613574e-09,3.05771491728739e-08,"DLG5","9231","discs large MAGUK scaffold protein 5"
"ENSG00000105221",1800.96472659853,-0.301299363526617,0.0524473672125792,-5.74479482078467,9.20325131914168e-09,3.08758737107451e-08,"AKT2","208","AKT serine/threonine kinase 2"
"ENSG00000117569",193.82951863584,0.745946191245605,0.129892909400354,5.74277837558063,9.31355902897975e-09,3.12380532886134e-08,"PTBP2","58155","polypyrimidine tract binding protein 2"
"ENSG00000166822",174.819830617307,0.817311626868319,0.142331383791428,5.74231490692177,9.33909370295676e-09,3.13157895891623e-08,"TMEM170A","124491","transmembrane protein 170A"
"ENSG00000196449",433.2325474384,0.551325088393306,0.0960168173913866,5.74196378688515,9.35848385633898e-09,3.13728880817502e-08,"YRDC","79693","yrdC N6-threonylcarbamoyltransferase domain containing"
"ENSG00000145362",48.5991277910092,-1.50383397090925,0.261955413809872,-5.74080126475545,9.42296233634996e-09,3.15810713478173e-08,"ANK2","287","ankyrin 2"
"ENSG00000184216",2878.7870346799,-0.28091252242009,0.0489417084076715,-5.7397367513239,9.48238345366485e-09,3.17722040947468e-08,"IRAK1","3654","interleukin 1 receptor associated kinase 1"
"ENSG00000164093",45.8151999169751,-1.61120532936578,0.280756350463709,-5.738802797175,9.53481659927906e-09,3.1939832048329e-08,"PITX2","5308","paired like homeodomain 2"
"ENSG00000147894",79.9970964558597,1.18524481723548,0.206565868607599,5.7378541054477,9.58836562492007e-09,3.21111125139154e-08,"C9orf72","203228","chromosome 9 open reading frame 72"
"ENSG00000185262",354.298520440408,0.563935341357821,0.0983756808576088,5.7324669719346,9.89803130798048e-09,3.31398164438106e-08,"UBALD2","283991","UBA like domain containing 2"
"ENSG00000140961",216.404977867011,0.707667771706857,0.123467481162032,5.73161260800445,9.94802702529389e-09,3.32988142515004e-08,"OSGIN1","29948","oxidative stress induced growth inhibitor 1"
"ENSG00000097021",1264.85337440718,-0.36178435886057,0.0631221881773958,-5.73149267011826,9.95506517557084e-09,3.33139772390859e-08,"ACOT7","11332","acyl-CoA thioesterase 7"
"ENSG00000163703",341.349574439537,0.587004102430467,0.10249551419922,5.72711993316613,1.02149954989256e-08,3.41752066037102e-08,"CRELD1","78987","cysteine rich with EGF like domains 1"
"ENSG00000165732",3052.90526790623,-0.278774211671362,0.0486797824854678,-5.72669386422552,1.02406723358434e-08,3.42524829928663e-08,"DDX21","9188","DExD-box helicase 21"
"ENSG00000131941",41.9441661989991,-1.60960982026871,0.281149995574189,-5.72509281738177,1.03377205877095e-08,3.45683798705835e-08,"RHPN2","85415","rhophilin Rho GTPase binding protein 2"
"ENSG00000133313",1085.5051123358,-0.356508130970234,0.0622887327659617,-5.72347702608989,1.04365686362831e-08,3.48901345650923e-08,"CNDP2","55748","carnosine dipeptidase 2"
"ENSG00000166750",2431.26599628203,0.337788473130833,0.0590385142650536,5.72149345788633,1.05591724784806e-08,3.52911245242023e-08,"SLFN5","162394","schlafen family member 5"
"ENSG00000168438",443.481667245215,0.52051868237334,0.0909815958201775,5.72114258582724,1.05810050086567e-08,3.53551971132022e-08,"CDC40","51362","cell division cycle 40"
"ENSG00000196214",127.280382949278,-0.920168103089142,0.160839061096167,-5.72104871054282,1.05868537041805e-08,3.536584278142e-08,"ZNF766","90321","zinc finger protein 766"
"ENSG00000198142",221.63905137434,-0.686958447414651,0.120164284260424,-5.71682718906601,1.08531389251075e-08,3.62462638177718e-08,"SOWAHC","65124","sosondowah ankyrin repeat domain family member C"
"ENSG00000187961",209.637938486147,0.729959682270616,0.127761342182241,5.71346285036194,1.10700049011348e-08,3.69612380836783e-08,"KLHL17","339451","kelch like family member 17"
"ENSG00000171295",147.252870087421,0.863533904881231,0.151147909064271,5.71317135795798,1.10889915700711e-08,3.70153269750402e-08,"ZNF440","126070","zinc finger protein 440"
"ENSG00000213722",864.89151154786,0.394875006399471,0.0691293964385248,5.7121141908222,1.11581171632242e-08,3.72367115984785e-08,"DDAH2","23564","dimethylarginine dimethylaminohydrolase 2"
"ENSG00000120324",41.0661319418671,1.7178065799037,0.300759157203418,5.71156867134678,1.11939509723645e-08,3.73469120359067e-08,"PCDHB10","56126","protocadherin beta 10"
"ENSG00000167232",177.312095483582,0.781903041161511,0.136913890582232,5.71091098088321,1.12373017221866e-08,3.74821299533105e-08,"ZNF91","7644","zinc finger protein 91"
"ENSG00000177602",42.4868500171595,-1.6104492912271,0.282106799891822,-5.70865109187247,1.13875061425989e-08,3.79736019548076e-08,"HASPIN","83903","histone H3 associated protein kinase"
"ENSG00000154305",1200.75835176657,-0.348879863529525,0.0611202033971863,-5.70809395483107,1.14248352143153e-08,3.8088519406761e-08,"MIA3","375056","MIA SH3 domain ER export factor 3"
"ENSG00000204264",320.713082932939,0.574464013153353,0.100642284540544,5.707978666978,1.14325745204006e-08,3.81047565319852e-08,"PSMB8","5696","proteasome subunit beta 8"
"ENSG00000143434",83.0277850557335,1.13640293030769,0.199177014383774,5.70549234219401,1.16007273364417e-08,3.86534137064406e-08,"SEMA6C","10500","semaphorin 6C"
"ENSG00000122507",357.898270701485,0.568895875172231,0.099710801514621,5.70545885230711,1.16030086167429e-08,3.86534137064406e-08,"BBS9","27241","Bardet-Biedl syndrome 9"
"ENSG00000164161",167.197847339555,-0.889846968313381,0.155976579118986,-5.70500374697002,1.16340529500223e-08,3.8747114163038e-08,"HHIP","64399","hedgehog interacting protein"
"ENSG00000143147",598.899769990168,0.472270114302219,0.0828373493875666,5.7011736589088,1.1898534414714e-08,3.96180331151245e-08,"GPR161","23432","G protein-coupled receptor 161"
"ENSG00000077549",5289.02142645475,-0.240755727725121,0.0422349751485285,-5.70038757874134,1.19535341826444e-08,3.97911882240308e-08,"CAPZB","832","capping actin protein of muscle Z-line subunit beta"
"ENSG00000171791",21.0012205945772,-2.51700851481364,0.441576684223921,-5.70004849607793,1.19773350123512e-08,3.98604268689673e-08,"BCL2","596","BCL2, apoptosis regulator"
"ENSG00000173805",20.2473049141011,2.84540205598908,0.499424808474434,5.69735825635249,1.21678068210434e-08,4.04841708910566e-08,"HAP1","9001","huntingtin associated protein 1"
"ENSG00000129071",472.515619682037,0.519017374066434,0.0911456677833533,5.69437238970151,1.2382655790905e-08,4.11886887590283e-08,"MBD4","8930","methyl-CpG binding domain 4, DNA glycosylase"
"ENSG00000102098",22.396392077351,-2.44416107744698,0.429536245109261,-5.69023244319059,1.2686655388318e-08,4.21893232017123e-08,"SCML2","10389","Scm polycomb group protein like 2"
"ENSG00000175155",184.837973606362,0.790263537565685,0.138887787822391,5.68994257851001,1.27082099089788e-08,4.2250424032805e-08,"YPEL2","388403","yippee like 2"
"ENSG00000135446",1263.59160937664,0.33309229542255,0.0585510147882987,5.68892437862781,1.27842062680854e-08,4.24924493625402e-08,"CDK4","1019","cyclin dependent kinase 4"
"ENSG00000134825",650.784383689309,0.459509054642331,0.0807821358512077,5.68825087131514,1.28347179213838e-08,4.26496681090366e-08,"TMEM258","746","transmembrane protein 258"
"ENSG00000072609",619.316808981027,0.4676524111778,0.0822215011132584,5.68771434291401,1.28750951513119e-08,4.27731400199412e-08,"CHFR","55743","checkpoint with forkhead and ring finger domains"
"ENSG00000065135",2407.61543466983,-0.284979955249412,0.0501164276633182,-5.68635811722067,1.29777109558805e-08,4.31032650452625e-08,"GNAI3","2773","G protein subunit alpha i3"
"ENSG00000129353",2634.2642271572,0.288047195413611,0.0506661400546104,5.68520110478398,1.30658814643949e-08,4.33852594025232e-08,"SLC44A2","57153","solute carrier family 44 member 2"
"ENSG00000046604",102.215374704172,-1.01802730159113,0.179111178499132,-5.68377311858326,1.31755042755557e-08,4.37383273651413e-08,"DSG2","1829","desmoglein 2"
"ENSG00000091164",934.096740475464,-0.382545553751957,0.0673074470817584,-5.68355464867474,1.31923542642047e-08,4.37833206739549e-08,"TXNL1","9352","thioredoxin like 1"
"ENSG00000125534",1942.22520337489,-0.356995198710379,0.0628324493458376,-5.68170113416131,1.33361555894844e-08,4.42495174967603e-08,"PPDPF","79144","pancreatic progenitor cell differentiation and proliferation factor"
"ENSG00000168453",75.7564536473457,-1.14469550128558,0.201477343422498,-5.68150980075786,1.33510862430093e-08,4.42879938760362e-08,"HR","55806","HR, lysine demethylase and nuclear receptor corepressor"
"ENSG00000102900",811.096740934062,-0.407777137138731,0.0717820319273418,-5.68076893604079,1.34090527686364e-08,4.44691732516924e-08,"NUP93","9688","nucleoporin 93"
"ENSG00000120992",1088.43765108656,0.387680981435553,0.0682691788373765,5.67871165345412,1.3571303208778e-08,4.49960182773315e-08,"LYPLA1","10434","lysophospholipase I"
"ENSG00000181690",258.653467127817,-0.639477957705742,0.11264339703639,-5.67701236406386,1.37067569116122e-08,4.54337772148822e-08,"PLAG1","5324","PLAG1 zinc finger"
"ENSG00000204381",1108.16447834831,-0.368807112077916,0.0650177233502007,-5.6724088921329,1.40803407572909e-08,4.66547653119221e-08,"LAYN","143903","layilin"
"ENSG00000139517",215.479269463194,0.700493942475202,0.123491915835608,5.67238703631173,1.40821377906562e-08,4.66547653119221e-08,"LNX2","222484","ligand of numb-protein X 2"
"ENSG00000017797",2070.91960333359,0.290888988963266,0.0512822979222321,5.67230800391178,1.40886378669431e-08,4.6664660386219e-08,"RALBP1","10928","ralA binding protein 1"
"ENSG00000106009",549.935733461111,0.45475873639201,0.080185254536725,5.67135116075151,1.41675657434636e-08,4.69143874855856e-08,"BRAT1","221927","BRCA1 associated ATM activator 1"
"ENSG00000132768",315.887891450563,-0.574438472451277,0.101323450128249,-5.66935365627787,1.43337222381603e-08,4.74527663926333e-08,"DPH2","1802","DPH2 homolog"
"ENSG00000168918",21.8304031928055,2.56626441133855,0.45271412831818,5.6686201088359,1.43952141739306e-08,4.76380726417307e-08,"INPP5D","3635","inositol polyphosphate-5-phosphatase D"
"ENSG00000112200",553.187414273941,0.453215103753328,0.0799519200966524,5.66859561603329,1.43972717753816e-08,4.76380726417307e-08,"ZNF451","26036","zinc finger protein 451"
"ENSG00000134769",187.463504750352,0.771593402229558,0.136118117003206,5.66855771455745,1.44004563813092e-08,4.76380726417307e-08,"DTNA","1837","dystrobrevin alpha"
"ENSG00000117133",487.330915819878,0.47991985496314,0.0846690835060436,5.66818294341032,1.44319827362119e-08,4.77304767685176e-08,"RPF1","80135","ribosome production factor 1 homolog"
"ENSG00000165757",3345.40413716476,-0.321886550401728,0.0567890916226655,-5.6681052857915,1.44385238013902e-08,4.77402223375815e-08,"JCAD","57608","junctional cadherin 5 associated"
"ENSG00000104497",173.839792075271,0.785861803204609,0.138665039983949,5.66733910216718,1.45032136566083e-08,4.79421811316755e-08,"SNX16","64089","sorting nexin 16"
"ENSG00000169057",970.842490056442,0.366939115144761,0.0647671012963261,5.66551702639772,1.46581867742918e-08,4.84424077472365e-08,"MECP2","4204","methyl-CpG binding protein 2"
"ENSG00000205726",1009.68143904617,-0.407597365264017,0.0719444031350678,-5.66544925668223,1.4663981713687e-08,4.84495037614903e-08,"ITSN1","6453","intersectin 1"
"ENSG00000087206",454.01219398125,0.489861900485509,0.086468175197717,5.66522769059711,1.46829432051266e-08,4.85000874534919e-08,"UIMC1","51720","ubiquitin interaction motif containing 1"
"ENSG00000136045",1023.0411447839,-0.355849541980818,0.0628136704444092,-5.66516077572236,1.46886744206811e-08,4.85069551604888e-08,"PWP1","11137","PWP1 homolog, endonuclein"
"ENSG00000123689",21.7892108035725,2.72405882144858,0.480939805152899,5.66403277970006,1.4785614246357e-08,4.88149461645821e-08,"G0S2","50486","G0/G1 switch 2"
"ENSG00000159199",556.225857481809,-0.48402058756795,0.0854625707974603,-5.66353882233476,1.48282602654137e-08,4.89435767508014e-08,"ATP5MC1","516","ATP synthase membrane subunit c locus 1"
"ENSG00000240344",146.818969625121,-0.843030360529802,0.148855755151714,-5.66340454670756,1.48398736476564e-08,4.89697395747012e-08,"PPIL3","53938","peptidylprolyl isomerase like 3"
"ENSG00000172731",95.9815820502257,-1.03102040374184,0.182076967685296,-5.6625525833881,1.49137653474187e-08,4.92013490671672e-08,"LRRC20","55222","leucine rich repeat containing 20"
"ENSG00000105193",4263.81025837559,-0.249207242697134,0.0440151355760909,-5.66185334738589,1.49746777580533e-08,4.93900347609792e-08,"RPS16","6217","ribosomal protein S16"
"ENSG00000132424",861.87975670388,0.392904122416241,0.0694573856921603,5.65676520215744,1.54252554815926e-08,5.08635162131364e-08,"PNISR","25957","PNN interacting serine and arginine rich protein"
"ENSG00000104043",34.9814156464742,1.82593574924208,0.322855409587869,5.65558356780493,1.55317635216063e-08,5.12020062283382e-08,"ATP8B4","79895","ATPase phospholipid transporting 8B4 (putative)"
"ENSG00000137040",740.363497555352,-0.419983194066287,0.0742608114021753,-5.65551582505311,1.55378911972249e-08,5.12094964966602e-08,"RANBP6","26953","RAN binding protein 6"
"ENSG00000100412",1057.51527474706,-0.370106749204463,0.0654439632744236,-5.65532297688801,1.5555348151985e-08,5.12543126158931e-08,"ACO2","50","aconitase 2"
"ENSG00000175265",133.099083796404,0.884321246048558,0.156468704154308,5.65174518973743,1.58826921755211e-08,5.23199200087479e-08,"GOLGA8A","23015","golgin A8 family member A"
"ENSG00000005156",422.138743538793,-0.525748518826645,0.0930308272809646,-5.65133659661888,1.59204987126513e-08,5.24314564595672e-08,"LIG3","3980","DNA ligase 3"
"ENSG00000134852",892.565752281164,-0.384463879176823,0.0681322723941384,-5.64290409914317,1.67205492358958e-08,5.50526363289957e-08,"CLOCK","9575","clock circadian regulator"
"ENSG00000167202",1109.45979581884,0.345301972190201,0.0611930282182016,5.64283190821881,1.6727564258215e-08,5.50620838854056e-08,"TBC1D2B","23102","TBC1 domain family member 2B"
"ENSG00000070269",252.091563404541,-0.63897744428825,0.113247968906028,-5.64228613069845,1.67806917677723e-08,5.52232775172329e-08,"TMEM260","54916","transmembrane protein 260"
"ENSG00000139437",238.746716283553,-0.659369295122251,0.116864079124047,-5.64218962802378,1.67901026414825e-08,5.52405606351674e-08,"TCHP","84260","trichoplein keratin filament binding"
"ENSG00000198331",72.7508647140149,-1.16781321899236,0.206999233418182,-5.64163064620208,1.6844715074206e-08,5.54065145159989e-08,"HYLS1","219844","HYLS1, centriolar and ciliogenesis associated"
"ENSG00000117505",1385.72719869253,-0.323272227753382,0.0573117094211522,-5.64059650320029,1.69462058324493e-08,5.57265426755612e-08,"DR1","1810","down-regulator of transcription 1"
"ENSG00000126603",363.002222465345,0.537259701124747,0.095265634688998,5.63959609232304,1.70449510959408e-08,5.6037386251556e-08,"GLIS2","84662","GLIS family zinc finger 2"
"ENSG00000120075",644.241480854752,-0.421702039951585,0.0747969928960227,-5.63795446346091,1.72081995964056e-08,5.65600858795989e-08,"HOXB5","3215","homeobox B5"
"ENSG00000152234",7197.11797759953,-0.221688359709899,0.0393238794718322,-5.63749972503845,1.72536880457827e-08,5.66955676952216e-08,"ATP5F1A","498","ATP synthase F1 subunit alpha"
"ENSG00000186314",30.4087213153586,-1.91927274122023,0.340465226524116,-5.63720636264239,1.72830956514373e-08,5.67781539555751e-08,"PRELID2","153768","PRELI domain containing 2"
"ENSG00000145220",195.638433503212,-0.724798823678761,0.128591691713953,-5.63643586936428,1.73605644108143e-08,5.7018550075281e-08,"LYAR","55646","Ly1 antibody reactive"
"ENSG00000172661",904.596732638812,0.395263142306537,0.0701460203945023,5.63486196484949,1.75198609967362e-08,5.75275139081954e-08,"WASHC2C","253725","WASH complex subunit 2C"
"ENSG00000197536",47.9615754985521,1.55958982884528,0.276785758653791,5.63464622034997,1.75418070486887e-08,5.75853389077321e-08,"C5orf56","441108","chromosome 5 open reading frame 56"
"ENSG00000103047",296.713377872743,-0.59429799199303,0.105477646799116,-5.63435012088278,1.75719704688111e-08,5.76701042171359e-08,"TANGO6","79613","transport and golgi organization 6 homolog"
"ENSG00000131773",197.852377133039,-0.706551101651838,0.125433052753621,-5.63289409083954,1.77210294042092e-08,5.81449388702337e-08,"KHDRBS3","10656","KH RNA binding domain containing, signal transduction associated 3"
"ENSG00000168066",2644.44124843009,-0.270871178810475,0.0480880074731372,-5.6328218415327,1.77284577077817e-08,5.81549457334543e-08,"SF1","7536","splicing factor 1"
"ENSG00000112769",3051.51457285542,0.317478297753284,0.0563633596135457,5.63270713332328,1.77402576299007e-08,5.81792844050225e-08,"LAMA4","3910","laminin subunit alpha 4"
"ENSG00000119559",523.479010805897,0.464280716538267,0.0824331506748233,5.63220879873596,1.77916094236297e-08,5.83332896481485e-08,"C19orf25","148223","chromosome 19 open reading frame 25"
"ENSG00000178498",231.801957587442,0.710560631029688,0.126165927248505,5.63195346418785,1.78179767337999e-08,5.84053225514141e-08,"DTX3","196403","deltex E3 ubiquitin ligase 3"
"ENSG00000171503",279.588855549909,-0.606344124856207,0.107663295348631,-5.63185552599674,1.78281004587424e-08,5.84240884019287e-08,"ETFDH","2110","electron transfer flavoprotein dehydrogenase"
"ENSG00000237765",323.962438905215,0.569345156552619,0.10112525683361,5.63009849744474,1.80106737047569e-08,5.90078362473065e-08,"FAM200B","285550","family with sequence similarity 200 member B"
"ENSG00000135972",213.572052394679,-0.693928885302723,0.12331514808045,-5.62728015255683,1.83073265766234e-08,5.99649597017784e-08,"MRPS9","64965","mitochondrial ribosomal protein S9"
"ENSG00000135045",93.5481175680304,-1.0258096670426,0.182381033312073,-5.62454137041392,1.86001475658292e-08,6.09090631088124e-08,"C9orf40","55071","chromosome 9 open reading frame 40"
"ENSG00000256223",70.6992769431283,1.25977150919513,0.223991052598069,5.6242046036351,1.8636465956437e-08,6.10129506614238e-08,"ZNF10","7556","zinc finger protein 10"
"ENSG00000034152",1873.76047615425,-0.303799319725881,0.0540227916476638,-5.62353981458896,1.87083619271914e-08,6.1233233887865e-08,"MAP2K3","5606","mitogen-activated protein kinase kinase 3"
"ENSG00000168256",1290.8464520183,0.336986431227848,0.0599277216070348,5.62321446888263,1.87436456740885e-08,6.13336047901559e-08,"NKIRAS2","28511","NFKB inhibitor interacting Ras like 2"
"ENSG00000183840",26.8612125827041,-2.09877778276392,0.373242139391052,-5.62309975553162,1.87561017394836e-08,6.13592471191677e-08,"GPR39","2863","G protein-coupled receptor 39"
"ENSG00000171016",149.720256679248,-0.83018143099368,0.147671040728161,-5.62182962143478,1.88945566114471e-08,6.1796971414243e-08,"PYGO1","26108","pygopus family PHD finger 1"
"ENSG00000173262",40.7826367281204,1.64992245627203,0.293489272212329,5.62174707046318,1.89035895980115e-08,6.18112942000958e-08,"SLC2A14","144195","solute carrier family 2 member 14"
"ENSG00000067177",172.043636892944,-0.758983202015652,0.135060041507896,-5.61959846555564,1.91401770552398e-08,6.25694884685441e-08,"PHKA1","5255","phosphorylase kinase regulatory subunit alpha 1"
"ENSG00000087074",1902.1162290777,0.31338572827786,0.0557707856681575,5.61917363227659,1.91872955907694e-08,6.2708085638927e-08,"PPP1R15A","23645","protein phosphatase 1 regulatory subunit 15A"
"ENSG00000122557",423.17720202007,0.499428155335604,0.0888872346604727,5.61867131139017,1.92431536482967e-08,6.28751701738441e-08,"HERPUD2","64224","HERPUD family member 2"
"ENSG00000174547",360.515971961243,-0.551539366688224,0.0981702471524157,-5.61819270793852,1.92965211917596e-08,6.30340370066285e-08,"MRPL11","65003","mitochondrial ribosomal protein L11"
"ENSG00000172432",821.218128656958,0.400971275691949,0.0713844276216579,5.61706928319329,1.94223558637162e-08,6.34294887095842e-08,"GTPBP2","54676","GTP binding protein 2"
"ENSG00000089335",229.304860355186,0.680252503224151,0.121115588946582,5.6165561274212,1.94800991163817e-08,6.36024278426209e-08,"ZNF302","55900","zinc finger protein 302"
"ENSG00000148297",586.371673262141,-0.447641413732089,0.0797048374900164,-5.61623896150795,1.95158717675364e-08,6.37035656958512e-08,"MED22","6837","mediator complex subunit 22"
"ENSG00000143776",1407.72492816831,-0.399797244493929,0.0712122610127284,-5.61416305013078,1.97515904507197e-08,6.44571558639947e-08,"CDC42BPA","8476","CDC42 binding protein kinase alpha"
"ENSG00000152953",292.978322527226,0.60259344509189,0.107344600903625,5.61363533907869,1.98119510377837e-08,6.46382544052672e-08,"STK32B","55351","serine/threonine kinase 32B"
"ENSG00000128482",44.0622553453915,-1.60838642033165,0.286749711745475,-5.60902541293323,2.03469148060211e-08,6.63673188736672e-08,"RNF112","7732","ring finger protein 112"
"ENSG00000145354",286.362173265452,0.592787728972449,0.105690458044651,5.60871567726594,2.03833568870384e-08,6.64698615697628e-08,"CISD2","493856","CDGSH iron sulfur domain 2"
"ENSG00000143947",5377.26859205539,-0.241087388986567,0.0430130660422375,-5.60498032736907,2.08278619358922e-08,6.79027153246245e-08,"RPS27A","6233","ribosomal protein S27a"
"ENSG00000170222",106.253333559867,0.983441467485617,0.175464883645227,5.60477656300755,2.08523785815357e-08,6.7965961305511e-08,"ADPRM","56985","ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"
"ENSG00000170515",1295.11882945298,-0.329116412869556,0.0587357690880034,-5.60333878281977,2.10261683411369e-08,6.85155956592198e-08,"PA2G4","5036","proliferation-associated 2G4"
"ENSG00000070718",554.864308707097,0.470617647336563,0.0839974461429872,5.6027613808096,2.10963560540866e-08,6.87274469243017e-08,"AP3M2","10947","adaptor related protein complex 3 subunit mu 2"
"ENSG00000108733",86.0818841598379,-1.11666278711823,0.199340896305884,-5.60177468754196,2.12168230826092e-08,6.91029534534612e-08,"PEX12","5193","peroxisomal biogenesis factor 12"
"ENSG00000177674",420.234513406688,0.535184479544137,0.0955435818595882,5.60146970762149,2.12541935085264e-08,6.92076975190606e-08,"AGTRAP","57085","angiotensin II receptor associated protein"
"ENSG00000018869",58.9121376912106,1.3442946377382,0.240112516581466,5.59860292531689,2.16086096488788e-08,7.03444983716688e-08,"ZNF582","147948","zinc finger protein 582"
"ENSG00000108559",672.788190803342,-0.411394549839056,0.0735235623106502,-5.59541100716585,2.2009972508734e-08,7.16335346388153e-08,"NUP88","4927","nucleoporin 88"
"ENSG00000169299",347.035377704621,-0.58451777694016,0.104477777431791,-5.59466128882544,2.21052889918734e-08,7.19261265041799e-08,"PGM2","55276","phosphoglucomutase 2"
"ENSG00000139687",1047.37053076835,0.356547816707409,0.0637356393986837,5.59416709507072,2.21683379850996e-08,7.21136088949531e-08,"RB1","5925","RB transcriptional corepressor 1"
"ENSG00000147364",326.511669589506,0.573855030723886,0.102606887844575,5.59275349617014,2.23496495366676e-08,7.26856134049998e-08,"FBXO25","26260","F-box protein 25"
"ENSG00000104447",345.326783583065,0.553183602110483,0.0989119064079517,5.59268971956658,2.23578635211517e-08,7.26945271206698e-08,"TRPS1","7227","transcriptional repressor GATA binding 1"
"ENSG00000099365",94.9880369624513,-1.04383235837368,0.186723452154305,-5.59025846154066,2.267318715331e-08,7.37017307318316e-08,"STX1B","112755","syntaxin 1B"
"ENSG00000159055",117.395488940815,-0.908653893714693,0.16261750143712,-5.58767590010012,2.3012861558076e-08,7.47875770037595e-08,"MIS18A","54069","MIS18 kinetochore protein A"
"ENSG00000109270",488.2556544393,0.471903691348551,0.0844663881961697,5.5868813788104,2.31183518031263e-08,7.511202266368e-08,"LAMTOR3","8649","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
"ENSG00000270170",207.250280181874,0.7177683444461,0.12854303780756,5.58387569399643,2.35216856354009e-08,7.64037731986781e-08,"NCBP2-AS2","152217","NCBP2 antisense RNA 2 (head to head)"
"ENSG00000171105",136.57434547669,-0.855715306153646,0.153263710851022,-5.58328714215612,2.36014593394081e-08,7.664415230954e-08,"INSR","3643","insulin receptor"
"ENSG00000173926",94.8333344196699,-1.02345088019526,0.183370348378371,-5.58133247412197,2.38682884089787e-08,7.74917151425214e-08,"MARCH3","115123","membrane associated ring-CH-type finger 3"
"ENSG00000105618",429.776194422759,-0.503379240619415,0.0902275780030873,-5.5789953776903,2.41911668603977e-08,7.85207913587003e-08,"PRPF31","26121","pre-mRNA processing factor 31"
"ENSG00000132600",325.956556490901,-0.571338118570547,0.102416708755978,-5.57856355188916,2.42512874005731e-08,7.86967015036431e-08,"PRMT7","54496","protein arginine methyltransferase 7"
"ENSG00000164638",322.963507814619,0.564558525727834,0.101233712590369,5.57678377372425,2.45006094530202e-08,7.9479954720205e-08,"SLC29A4","222962","solute carrier family 29 member 4"
"ENSG00000187098",254.45564749691,-0.641535034409102,0.115037329846903,-5.57675526077392,2.45046238954404e-08,7.9479954720205e-08,"MITF","4286","melanocyte inducing transcription factor"
